2022-05-18/14:11:39		Reading training file
2022-05-18/23:53:49		There are no null values, thus filling missing values is a success
2022-05-18/23:53:49		Entered the checkOutliers method of the Preprocessor class
2022-05-18/23:53:49		Finding outliers is a success
2022-05-18/23:53:49		Entered the replacingOutliers method of the Preprocessor class
2022-05-18/23:53:49		Entered the checkOutliers method of the Preprocessor class
2022-05-18/23:53:49		Finding outliers is a success
2022-05-18/23:53:50		Saving the plot of target data after replacing outliers is a success
2022-05-18/23:53:50		There are no outliers, thus replacing outliers is a success
2022-05-18/23:53:50		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-18/23:53:50		Creating New features is a success
2022-05-18/23:53:50		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-18/23:53:50		Creating New features is a success
2022-05-18/23:53:50		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-18/23:53:50		Entered the trainModel method of the Preprocessor class
2022-05-18/23:53:51		Training different models is a success
2022-05-18/23:53:52		Selecting the best parameters using hyperparameter tuning is a success
2022-05-18/23:53:52		Saving the best model
2022-05-18/23:53:52		Entered the predictingTestData method of the Preprocessor class
2022-05-19/11:50:00		Entered the readDataset method of the Preprocessor class
2022-05-19/11:50:00		Reading data is a success
2022-05-19/11:50:00		Entered the readDataset method of the Preprocessor class
2022-05-19/11:50:00		Reading data is a success
2022-05-19/11:50:00		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/11:50:00		Finding missing values is a success
2022-05-19/11:50:00		Entered the fillMissingValues method of the Preprocessor class
2022-05-19/11:50:00		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/11:50:00		Finding missing values is a success
2022-05-19/11:50:00		There are no null values, thus filling missing values is a success
2022-05-19/11:50:00		Entered the checkOutliers method of the Preprocessor class
2022-05-19/11:50:00		Finding outliers is a success
2022-05-19/11:50:00		Entered the replacingOutliers method of the Preprocessor class
2022-05-19/11:50:00		Entered the checkOutliers method of the Preprocessor class
2022-05-19/11:50:00		Finding outliers is a success
2022-05-19/11:50:01		Saving the plot of target data after replacing outliers is a success
2022-05-19/11:50:01		There are no outliers, thus replacing outliers is a success
2022-05-19/11:50:01		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/11:50:01		Creating New features is a success
2022-05-19/11:50:01		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/11:50:01		Creating New features is a success
2022-05-19/11:50:01		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-19/11:50:01		Entered the trainModel method of the Preprocessor class
2022-05-19/11:50:02		Training different models is a success
2022-05-19/11:50:03		Selecting the best parameters using hyperparameter tuning is a success
2022-05-19/11:50:03		Saving the best model
2022-05-19/11:50:03		Entered the predictingTestData method of the Preprocessor class
2022-05-19/13:01:41		Entered the readDataset method of the Preprocessor class
2022-05-19/13:01:41		Reading data is a success
2022-05-19/13:01:43		Entered the readDataset method of the Preprocessor class
2022-05-19/13:01:43		Reading data is a success
2022-05-19/13:01:44		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/13:01:44		Finding missing values is a success
2022-05-19/13:01:45		Entered the fillMissingValues method of the Preprocessor class
2022-05-19/13:01:45		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/13:01:45		Finding missing values is a success
2022-05-19/13:01:45		There are no null values, thus filling missing values is a success
2022-05-19/13:01:46		Entered the checkOutliers method of the Preprocessor class
2022-05-19/13:01:46		Finding outliers is a success
2022-05-19/13:01:48		Entered the replacingOutliers method of the Preprocessor class
2022-05-19/13:01:48		Entered the checkOutliers method of the Preprocessor class
2022-05-19/13:01:48		Finding outliers is a success
2022-05-19/13:01:48		Saving the plot of target data after replacing outliers is a success
2022-05-19/13:01:48		There are no outliers, thus replacing outliers is a success
2022-05-19/13:01:50		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/13:01:50		Creating New features is a success
2022-05-19/13:01:50		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/13:01:50		Creating New features is a success
2022-05-19/13:01:53		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-19/13:01:56		Entered the trainModel method of the Preprocessor class
2022-05-19/13:01:59		Training different models is a success
2022-05-19/13:02:00		Selecting the best parameters using hyperparameter tuning is a success
2022-05-19/13:02:00		Saving the best model
2022-05-19/13:02:03		Entered the predictingTestData method of the Preprocessor class
2022-05-19/13:18:54		Entered the readDataset method of the Preprocessor class
2022-05-19/13:18:54		Reading data is a success
2022-05-19/13:18:54		Entered the readDataset method of the Preprocessor class
2022-05-19/13:18:54		Reading data is a success
2022-05-19/13:18:54		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/13:18:54		Finding missing values is a success
2022-05-19/13:18:54		Entered the fillMissingValues method of the Preprocessor class
2022-05-19/13:18:54		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/13:18:54		Finding missing values is a success
2022-05-19/13:18:54		There are no null values, thus filling missing values is a success
2022-05-19/13:18:54		Entered the checkOutliers method of the Preprocessor class
2022-05-19/13:18:54		Finding outliers is a success
2022-05-19/13:18:54		Entered the replacingOutliers method of the Preprocessor class
2022-05-19/13:18:54		Entered the checkOutliers method of the Preprocessor class
2022-05-19/13:18:54		Finding outliers is a success
2022-05-19/13:18:55		Saving the plot of target data after replacing outliers is a success
2022-05-19/13:18:55		There are no outliers, thus replacing outliers is a success
2022-05-19/13:18:55		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/13:18:55		Creating New features is a success
2022-05-19/13:18:55		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/13:18:55		Creating New features is a success
2022-05-19/13:18:55		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-19/13:18:55		Entered the trainModel method of the Preprocessor class
2022-05-19/13:18:57		Training different models is a success
2022-05-19/13:18:58		Selecting the best parameters using hyperparameter tuning is a success
2022-05-19/13:18:58		Saving the best model
2022-05-19/13:18:58		Entered the predictingTestData method of the Preprocessor class
2022-05-19/14:29:25		Entered the readDataset method of the Preprocessor class
2022-05-19/14:29:25		Reading data is a success
2022-05-19/14:29:25		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/14:29:25		Finding missing values is a success
2022-05-19/14:29:25		Entered the fillMissingValues method of the Preprocessor class
2022-05-19/14:29:25		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/14:29:25		Finding missing values is a success
2022-05-19/14:29:25		There are no null values, thus filling missing values is a success
2022-05-19/14:29:25		Entered the checkOutliers method of the Preprocessor class
2022-05-19/14:29:25		Finding outliers is a success
2022-05-19/14:29:25		Entered the replacingOutliers method of the Preprocessor class
2022-05-19/14:29:25		Entered the checkOutliers method of the Preprocessor class
2022-05-19/14:29:25		Finding outliers is a success
2022-05-19/14:29:26		Saving the plot of target data after replacing outliers is a success
2022-05-19/14:29:26		There are no outliers, thus replacing outliers is a success
2022-05-19/14:29:26		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/14:29:26		Creating New features is a success
2022-05-19/14:29:26		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-19/14:29:26		Entered the trainModel method of the Preprocessor class
2022-05-19/14:29:27		Training different models is a success
2022-05-19/14:29:27		Selecting the best parameters using hyperparameter tuning is a success
2022-05-19/14:29:27		Saving the best model
2022-05-19/14:29:27		Entered the PreparingForPrediction method of the Preprocessor class
2022-05-19/14:29:27		Entered the predictingSingleDate method of the Preprocessor class
2022-05-19/14:34:48		Entered the readDataset method of the Preprocessor class
2022-05-19/14:34:48		Reading data is a success
2022-05-19/14:34:48		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/14:34:48		Finding missing values is a success
2022-05-19/14:34:48		Entered the fillMissingValues method of the Preprocessor class
2022-05-19/14:34:48		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/14:34:48		Finding missing values is a success
2022-05-19/14:34:48		There are no null values, thus filling missing values is a success
2022-05-19/14:34:48		Entered the checkOutliers method of the Preprocessor class
2022-05-19/14:34:48		Finding outliers is a success
2022-05-19/14:34:48		Entered the replacingOutliers method of the Preprocessor class
2022-05-19/14:34:48		Entered the checkOutliers method of the Preprocessor class
2022-05-19/14:34:48		Finding outliers is a success
2022-05-19/14:34:49		Saving the plot of target data after replacing outliers is a success
2022-05-19/14:34:49		There are no outliers, thus replacing outliers is a success
2022-05-19/14:34:49		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/14:34:49		Creating New features is a success
2022-05-19/14:34:49		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-19/14:34:49		Entered the trainModel method of the Preprocessor class
2022-05-19/14:34:51		Training different models is a success
2022-05-19/14:34:51		Selecting the best parameters using hyperparameter tuning is a success
2022-05-19/14:34:52		Saving the best model
2022-05-19/14:34:52		Entered the PreparingForPrediction method of the Preprocessor class
2022-05-19/14:34:52		Entered the predictingSingleDate method of the Preprocessor class
2022-05-19/15:01:16		Entered the readDataset method of the Preprocessor class
2022-05-19/15:01:16		Reading data is a success
2022-05-19/15:01:16		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/15:01:16		Finding missing values is a success
2022-05-19/15:01:16		Entered the fillMissingValues method of the Preprocessor class
